"State","Locality","Beginning Of Month","New Admissions","Male","Female","Cured","Death","Default","Non-Responder","Total Discharge","Rutf Consumed","Screening","Sites","Month","Year"
"Sennar","Es Suki",61,35,21,14,7,0,1,0,8,21,0,NA,"Dec","2016"
"Sennar","East Sennar",0,118,68,51,22,0,39,0,61,16.75,71,NA,"Sep","2016"
"Sennar","East Sennar",9,11,4,7,2,0,5,0,7,3,0,NA,"Oct","2016"
"Sennar","East Sennar",80,11,6,5,15,0,0,0,15,16,0,NA,"Nov","2016"
"Sennar","El Dali",4,4,2,2,2,0,2,0,4,2,0,NA,"Jan","2016"
"Sennar","El Dali",4,5,3,2,3,0,5,0,8,2,0,NA,"Feb","2016"
"Sennar","El Dali",1,6,3,3,3,0,1,0,4,2,0,NA,"Mar","2016"
"Sennar","El Dali",4,6,1,5,4,0,2,0,6,2,97,NA,"Apr","2016"
"Sennar","El Dali",1,4,1,3,1,0,1,0,2,1,100,NA,"May","2016"
"Sennar","El Dali",2,5,2,3,2,0,1,0,3,2,97,NA,"Jun","2016"
"Sennar","El Dali",3,12,11,1,1,0,0,0,1,4,0,NA,"Jul","2016"
"Sennar","El Dali",14,8,3,5,3,0,6,0,9,5,124,NA,"Aug","2016"
"Sennar","El Dali",9,9,5,4,1,0,1,0,2,3,0,NA,"Sep","2016"
"Sennar","El Dali",3,7,11,6,1,0,4,0,5,6,159,NA,"Oct","2016"
"Sennar","El Dali",9,10,5,5,6,0,1,0,7,8,0,NA,"Nov","2016"
"Sennar","El Dali",15,7,4,3,2,0,8,0,10,11,0,NA,"Dec","2016"
"South Darfur","Es Salam",390,121,40,81,144,1,2,1,148,109.03,526,NA,"Jan","2016"
"South Darfur","Es Salam",363,94,25,31,130,0,2,1,133,169.0003,431,NA,"Feb","2016"
"South Darfur","Es Salam",324,317,122,173,157,0,5,2,164,217.92,1964,NA,"Mar","2016"
"South Darfur","Es Salam",477,260,93,140,105,2,0,1,108,179.39,4500,NA,"Apr","2016"
"South Darfur","Es Salam",629,362,163,199,243,0,5,3,251,355.32,2368,NA,"May","2016"
"South Darfur","Es Salam",433,271,106,139,146,1,10,5,162,278.62,1654,NA,"Jun","2016"
"South Darfur","Es Salam",542,223,102,121,171,0,14,8,193,270.54,1760,NA,"Jul","2016"
"South Darfur","Es Salam",572,192,93,99,160,1,10,2,173,271.73,1275,NA,"Aug","2016"
"South Darfur","Es Salam",591,137,53,84,158,0,3,2,163,270.51,5817,NA,"Sep","2016"
"South Darfur","Es Salam",565,275,134,141,208,2,7,8,225,289.39,2357,NA,"Oct","2016"
"South Darfur","Es Salam",615,273,129,144,273,1,5,11,290,387.18,2083,NA,"Nov","2016"
"South Darfur","Es Salam",596,147,58,93,227,0,15,3,245,265.99,1810,NA,"Dec","2016"
"South Darfur","Beliel",1165,384,191,193,395,1,9,7,412,519,875,NA,"Jan","2016"
"South Darfur","Beliel",1134,574,265,310,360,2,20,4,386,549,3854,NA,"Feb","2016"
"South Darfur","Beliel",1118,905,400,484,358,2,16,16,392,623,3208,NA,"Mar","2016"
"South Darfur","Beliel",1654,1064,478,587,523,2,24,11,560,794,5240,NA,"Apr","2016"
"South Darfur","Beliel",2248,1104,484,618,1201,3,72,8,1284,922,5653,NA,"May","2016"
"South Darfur","Beliel",1819,1162,522,572,652,6,14,8,680,719.5,4021,NA,"Jun","2016"
"South Darfur","Beliel",2336,852,404,474,596,8,46,15,665,633,4553,NA,"Jul","2016"
"South Darfur","Beliel",2570,662,300,362,921,8,74,16,1019,839.5,3019,NA,"Aug","2016"
"South Darfur","Beliel",2078,469,216,263,773,7,37,7,824,777,2928,NA,"Sep","2016"
"South Darfur","Beliel",1693,815,405,408,897,3,80,20,1000,784,1895,NA,"Oct","2016"
"South Darfur","Beliel",1530,467,217,234,534,1,62,14,611,537.2,1705,NA,"Nov","2016"
"South Darfur","Beliel",1398,303,149,152,526,1,60,22,609,598,1954,NA,"Dec","2016"
"South Darfur","Buram",27,17,8,9,11,0,4,0,15,0,0,NA,"Jan","2016"
"South Darfur","Buram",29,16,7,9,17,0,0,0,17,0,0,NA,"Feb","2016"
"South Darfur","Buram",28,33,0,0,15,1,2,0,18,12,0,NA,"Mar","2016"
"South Darfur","Buram",43,41,0,0,28,2,4,0,34,9,0,NA,"Apr","2016"
"South Darfur","Buram",50,179,85,94,37,0,3,0,40,35,0,NA,"May","2016"
"South Darfur","Buram",192,44,21,17,72,2,38,0,112,51,0,NA,"Jun","2016"
"South Darfur","Buram",121,53,0,0,47,1,21,0,69,34,0,NA,"Jul","2016"
"South Darfur","Buram",105,49,20,29,47,3,18,0,68,36,0,NA,"Aug","2016"
"South Darfur","Buram",86,18,11,7,27,0,15,0,42,12,0,NA,"Sep","2016"
"South Darfur","Buram",63,14,7,7,18,0,9,0,27,21,0,NA,"Oct","2016"
"South Darfur","Buram",50,20,12,8,16,0,4,0,20,19,0,NA,"Nov","2016"
"South Darfur","Buram",51,11,0,0,10,0,3,0,13,21,0,NA,"Dec","2016"
"South Darfur","Damso",35,11,3,8,6,0,1,0,7,10.16,0,NA,"Jan","2016"
"South Darfur","Damso",39,18,12,6,7,0,2,0,9,38.805,121,NA,"Feb","2016"
"South Darfur","Damso",48,28,12,16,14,0,4,1,19,39.913,81,NA,"Mar","2016"
"South Darfur","Damso",57,42,19,23,15,0,7,3,25,34.053,283,NA,"Apr","2016"
"South Darfur","Damso",72,35,16,19,31,0,3,0,34,54.42,610,NA,"May","2016"
"South Darfur","Damso",73,44,20,24,20,0,0,1,21,49.88,271,NA,"Jun","2016"
"South Darfur","Damso",96,31,15,16,28,0,1,5,34,62.09,258,NA,"Jul","2016"
"South Darfur","Damso",93,36,20,16,32,3,3,0,38,49.32,388,NA,"Aug","2016"
"South Darfur","Damso",91,32,18,14,22,1,1,6,30,40.73,104,NA,"Sep","2016"
"South Darfur","Damso",93,29,12,17,35,1,3,8,47,53.88,207,NA,"Oct","2016"
"South Darfur","Damso",75,35,15,20,22,1,5,4,32,45.71,266,NA,"Nov","2016"
"South Darfur","Damso",78,16,6,10,21,0,0,2,23,32.64,204,NA,"Dec","2016"
"South Darfur","Ed Elfursan",31,12,5,8,24,0,0,0,24,17,0,NA,"Jan","2016"
"South Darfur","Ed Elfursan",19,91,60,31,32,0,5,0,37,13,0,NA,"Feb","2016"
"South Darfur","Ed Elfursan",74,45,18,27,22,0,2,1,25,33,0,NA,"Mar","2016"
"South Darfur","Ed Elfursan",94,57,23,34,44,0,3,0,47,38,0,NA,"Apr","2016"
"South Darfur","Ed Elfursan",104,109,60,49,44,0,0,0,44,70,0,NA,"May","2016"
"South Darfur","Ed Elfursan",169,20,8,12,30,1,5,2,38,80,0,NA,"Jun","2016"
"South Darfur","Ed Elfursan",151,48,10,38,15,2,6,0,23,65,0,NA,"Jul","2016"
"South Darfur","Ed Elfursan",176,18,10,8,68,0,13,0,81,88,0,NA,"Aug","2016"
"South Darfur","Ed Elfursan",113,40,30,10,30,0,5,0,35,58,0,NA,"Sep","2016"
"South Darfur","Ed Elfursan",118,182,36,52,50,0,15,0,65,97,0,NA,"Oct","2016"
"South Darfur","Ed Elfursan",195,91,8,10,64,1,7,0,72,79,0,NA,"Nov","2016"
"South Darfur","Ed Elfursan",285,66,24,27,67,1,11,0,79,51,0,NA,"Dec","2016"
"South Darfur","Gereida",237,51,25,26,60,0,3,0,63,35,3400,NA,"Jan","2016"
"South Darfur","Gereida",226,78,41,37,60,0,1,1,62,60.26,5316,NA,"Feb","2016"
"South Darfur","Gereida",250,201,80,121,79,1,4,0,84,121.48,5711,NA,"Mar","2016"
"South Darfur","Gereida",413,229,98,131,118,0,5,0,123,193.36,5014,NA,"Apr","2016"
"South Darfur","Gereida",559,352,187,165,263,4,9,1,277,343.98,6122,NA,"May","2016"
"South Darfur","Gereida",764,423,209,214,386,3,41,11,441,353.48,2234,NA,"Jun","2016"
"South Darfur","Gereida",1015,347,176,171,433,1,63,15,512,377.44,3910,NA,"Jul","2016"
"South Darfur","Gereida",1011,224,122,102,432,4,81,5,522,368.55,2625,NA,"Aug","2016"
"South Darfur","Gereida",780,121,58,63,294,2,14,5,315,244.57,1608,NA,"Sep","2016"
"South Darfur","Gereida",605,112,60,52,325,0,29,4,358,225.04,2901,NA,"Oct","2016"
"South Darfur","Gereida",414,46,19,27,192,0,26,10,228,136.42,2241,NA,"Nov","2016"
"South Darfur","Gereida",257,39,18,21,92,1,15,0,108,51.46,2426,NA,"Dec","2016"
"South Darfur","Kas",264,99,52,47,77,2,25,3,107,-1048,295,NA,"Jan","2016"
"South Darfur","Kas",276,88,41,47,79,0,27,3,109,150,187,NA,"Feb","2016"
"South Darfur","Kas",265,149,58,57,79,1,23,10,113,166,587,NA,"Mar","2016"
"South Darfur","Kas",313,211,92,120,93,0,14,13,120,285,7946,NA,"Apr","2016"
"South Darfur","Kas",426,249,116,133,266,3,24,3,296,259,1437,NA,"May","2016"
"South Darfur","Kas",407,204,82,124,287,3,26,7,323,215,3238,NA,"Jun","2016"
"South Darfur","Kas",350,229,108,116,154,7,44,7,212,186,2729,NA,"Jul","2016"
"South Darfur","Kas",515,482,213,268,251,13,44,4,312,397,1579,NA,"Aug","2016"
"South Darfur","Kas",756,305,137,169,288,4,109,9,410,272,1111,NA,"Sep","2016"
"South Darfur","Kas",704,260,123,137,393,2,73,6,474,298,1771,NA,"Oct","2016"
"South Darfur","Kas",575,128,71,57,150,2,81,9,242,137,1737,NA,"Nov","2016"
"South Darfur","Kas",489,182,91,91,258,2,44,2,306,183,5001,NA,"Dec","2016"
"South Darfur","Kateila",36,20,13,7,29,0,3,0,32,12,0,NA,"Jan","2016"
"South Darfur","Kateila",24,12,6,6,9,0,1,0,10,13,0,NA,"Feb","2016"
"South Darfur","Kateila",26,33,18,15,25,0,1,0,26,5,0,NA,"Mar","2016"
"South Darfur","Kateila",33,30,17,13,20,0,4,0,24,17,0,NA,"Apr","2016"
"South Darfur","Kateila",40,123,69,54,48,1,5,0,54,49,0,NA,"May","2016"
"South Darfur","Kateila",109,43,15,28,69,0,3,0,72,51,0,NA,"Jun","2016"
"South Darfur","Kateila",80,47,20,27,54,1,23,1,79,30,0,NA,"Jul","2016"
"South Darfur","Kateila",49,36,15,21,20,0,1,0,21,22,0,NA,"Aug","2016"
"South Darfur","Kateila",64,23,13,10,36,0,11,0,47,28,0,NA,"Sep","2016"
"South Darfur","Kateila",39,38,18,20,26,0,4,0,30,24,94,NA,"Oct","2016"
"South Darfur","Kateila",47,40,14,12,23,0,5,0,28,31,364,NA,"Nov","2016"
"South Darfur","Kateila",59,50,6,4,32,0,6,0,38,15,112,NA,"Dec","2016"
"South Darfur","Kubum",23,33,11,22,6,1,1,0,8,36,190,NA,"May","2016"
"South Darfur","Kubum",48,191,73,118,44,1,4,3,52,87,1432,NA,"Jun","2016"
"South Darfur","Kubum",213,98,38,60,71,0,5,3,79,173,626,NA,"Jul","2016"
"South Darfur","Kubum",235,133,53,80,134,0,5,0,139,75,406,NA,"Aug","2016"
"South Darfur","Kubum",211,180,79,101,83,0,6,0,89,18,501,NA,"Sep","2016"
"South Darfur","Kubum",302,125,64,61,117,0,3,0,120,79,386,NA,"Oct","2016"
"South Darfur","Kubum",307,119,51,58,101,0,12,0,113,215,2063,NA,"Nov","2016"
"South Darfur","Mershing",456,96,33,63,113,0,12,8,133,145,189,NA,"Jan","2016"
"South Darfur","Mershing",435,105,36,69,88,0,12,14,114,122,185,NA,"Feb","2016"
"South Darfur","Mershing",433,129,44,82,87,4,19,13,123,135,235,NA,"Mar","2016"
"South Darfur","Mershing",475,157,59,98,100,2,16,12,130,93,489,NA,"Apr","2016"
"South Darfur","Mershing",554,223,79,144,99,1,14,13,127,178,340,NA,"May","2016"
"South Darfur","Mershing",676,120,42,69,190,2,29,14,235,207,433,NA,"Jun","2016"
"South Darfur","Mershing",591,110,35,55,51,1,6,5,63,80,392,NA,"Jul","2016"
"South Darfur","Mershing",658,118,49,67,102,2,13,1,118,190,2415,NA,"Aug","2016"
"South Darfur","Mershing",668,124,53,71,125,1,14,11,151,203,3567,NA,"Sep","2016"
"South Darfur","Mershing",652,111,52,59,149,1,10,9,169,157,1210,NA,"Oct","2016"
"South Darfur","Mershing",609,169,75,94,119,0,17,13,149,200,5913,NA,"Nov","2016"
"South Darfur","Mershing",672,80,38,37,120,0,18,14,152,145,4041,NA,"Dec","2016"
"South Darfur","Nitega",82,72,28,44,22,0,3,0,25,38,93,NA,"Jan","2016"
"South Darfur","Nitega",129,34,13,21,44,0,3,0,47,18,50,NA,"Feb","2016"
"South Darfur","Nitega",76,82,28,54,11,0,1,2,14,64,124,NA,"Mar","2016"
"South Darfur","Nitega",144,56,18,38,25,0,0,0,25,48,290,NA,"Apr","2016"
"South Darfur","Nitega",175,42,14,28,24,1,3,0,28,24,258,NA,"May","2016"
"South Darfur","Nitega",87,48,18,30,42,0,0,0,42,79,262,NA,"Jun","2016"
"South Darfur","Nitega",93,18,7,11,10,0,0,2,12,30,262,NA,"Jul","2016"
"South Darfur","Nitega",99,22,8,14,64,0,7,1,72,65,256,NA,"Aug","2016"
"South Darfur","Nitega",49,12,5,7,25,0,2,2,29,33,255,NA,"Sep","2016"
"South Darfur","Nitega",32,146,16,17,23,0,3,1,27,64,449,NA,"Oct","2016"
"South Darfur","Nitega",150,109,29,38,24,1,4,2,31,70,1221,NA,"Nov","2016"
"South Darfur","Nitega",229,82,33,37,66,0,10,0,76,88,600,NA,"Dec","2016"
"South Darfur","Nyala North",257,79,34,46,105,0,4,3,112,112,279,NA,"Jan","2016"
"South Darfur","Nyala North",230,77,29,48,69,0,2,1,72,45,436,NA,"Feb","2016"
"South Darfur","Nyala North",244,139,51,88,65,0,4,0,69,127,664,NA,"Mar","2016"
"South Darfur","Nyala North",324,153,61,94,74,0,8,3,85,171,609,NA,"Apr","2016"
"South Darfur","Nyala North",410,242,93,148,128,0,15,3,146,168,933,NA,"May","2016"
"South Darfur","Nyala North",489,296,116,193,164,0,17,6,187,325,1884,NA,"Jun","2016"
"South Darfur","Nyala North",630,313,130,178,179,2,21,6,208,209,853,NA,"Jul","2016"
"South Darfur","Nyala North",760,301,119,174,292,1,27,9,329,338,538,NA,"Aug","2016"
"South Darfur","Nyala North",780,210,98,112,271,0,28,6,305,294,1778,NA,"Sep","2016"
"South Darfur","Nyala North",689,266,124,146,249,2,25,8,284,264,2523,NA,"Oct","2016"
"South Darfur","Nyala North",663,225,112,118,254,0,21,8,283,258,1854,NA,"Nov","2016"
"South Darfur","Nyala North",188,95,42,46,79,1,1,2,83,127,315,NA,"Jan","2016"
"South Darfur","Nyala North",183,66,41,25,122,1,6,1,130,68,152,NA,"Feb","2016"
"South Darfur","Nyala North",104,205,106,100,89,4,8,2,103,108,315,NA,"Mar","2016"
"South Darfur","Nyala North",198,227,86,92,113,4,6,1,124,125,533,NA,"Apr","2016"
"South Darfur","Nyala North",275,444,174,271,176,4,20,5,205,268,741,NA,"May","2016"
"South Darfur","Nyala North",460,544,296,240,273,14,38,5,330,296,654,NA,"Jun","2016"
"South Darfur","Nyala North",608,729,401,328,382,12,60,2,456,274,855,NA,"Jul","2016"
"South Darfur","Nyala North",795,654,285,244,556,10,78,6,650,519,673,NA,"Aug","2016"
"South Darfur","Nyala North",743,393,206,187,371,10,28,5,414,420,477,NA,"Sep","2016"
"South Darfur","Nyala North",685,352,161,184,316,6,35,10,367,293,776,NA,"Oct","2016"
"South Darfur","Nyala North",635,279,116,160,386,1,56,8,451,364,721,NA,"Nov","2016"
"South Darfur","Nyala North",447,152,70,63,229,0,23,5,257,222,345,NA,"Dec","2016"
"South Darfur","Rehaid Elbirdi",0,7,2,5,0,0,0,0,0,1,16,NA,"Mar","2016"
"South Darfur","Rehaid Elbirdi",7,137,46,91,0,2,0,0,2,29,775,NA,"Apr","2016"
"South Darfur","Rehaid Elbirdi",139,118,44,74,4,0,1,0,5,62,640,NA,"May","2016"
"South Darfur","Rehaid Elbirdi",252,110,45,65,53,0,6,1,60,139,951,NA,"Jun","2016"
"South Darfur","Rehaid Elbirdi",302,85,33,53,44,2,3,0,49,55,635,NA,"Jul","2016"
"South Darfur","Rehaid Elbirdi",339,95,36,59,76,0,6,0,82,50,631,NA,"Aug","2016"
"South Darfur","Rehaid Elbirdi",351,95,45,50,83,0,9,0,92,75,1085,NA,"Sep","2016"
"South Darfur","Rehaid Elbirdi",354,64,26,38,64,0,2,0,66,53,667,NA,"Oct","2016"
"South Darfur","Rehaid Elbirdi",354,55,24,31,117,0,10,0,127,51,1576,NA,"Nov","2016"
"South Darfur","Rehaid Elbirdi",282,49,22,27,85,0,0,0,85,26,799,NA,"Dec","2016"
"South Darfur","Tulus",61,7,3,4,19,0,2,0,21,12.6,0,NA,"Jan","2016"
"South Darfur","Tulus",44,22,7,15,20,0,2,0,22,57.66,115,NA,"Feb","2016"
"South Darfur","Tulus",44,63,26,30,29,1,7,1,38,29.56,178,NA,"Mar","2016"
"South Darfur","Tulus",67,177,77,100,17,0,7,2,26,80.96,817,NA,"Apr","2016"
"South Darfur","Tulus",213,188,82,106,70,0,21,4,95,148.2,1084,NA,"May","2016"
"South Darfur","Tulus",297,104,32,50,116,2,31,1,150,201.1,450,NA,"Jun","2016"
"South Darfur","Tulus",248,88,42,37,84,3,30,2,119,91.95,432,NA,"Jul","2016"
"South Darfur","Tulus",204,43,27,17,92,0,8,4,104,219.9,341,NA,"Aug","2016"
"South Darfur","Tulus",144,44,20,27,33,1,5,0,39,37.34,400,NA,"Sep","2016"
"South Darfur","Tulus",147,109,31,45,68,2,20,1,91,129.46,823,NA,"Oct","2016"
"South Darfur","Tulus",164,81,28,53,68,0,13,1,82,184.56,1813,NA,"Nov","2016"
"South Darfur","Tulus",162,59,7,10,59,1,6,0,66,98.55,0,NA,"Dec","2016"
"South Darfur","El Wihda",0,27,0,0,0,0,0,0,0,9,1565,NA,"May","2016"
"South Darfur","El Wihda",26,5,2,3,11,0,2,0,13,10,627,NA,"Jun","2016"
"South Darfur","El Wihda",40,8,6,2,11,0,1,0,12,14,0,NA,"Aug","2016"
"South Darfur","El Wihda",36,11,0,11,15,0,0,1,16,17,5811,NA,"Sep","2016"
"South Darfur","El Wihda",31,14,6,8,8,0,0,0,8,26,298,NA,"Oct","2016"
"South Darfur","El Wihda",37,14,4,10,13,0,0,0,13,17,423,NA,"Nov","2016"
"South Darfur","El Wihda",38,19,4,15,22,0,0,0,22,27,436,NA,"Dec","2016"
"South Darfur","Nyala North",624,129,59,71,229,0,21,6,256,212,981,NA,"Dec","2016"
"South Darfur","Kubum",313,98,49,49,90,0,5,0,95,165,996,NA,"Dec","2016"
"South Darfur","El Sunta",36,124,0,0,103,0,18,0,121,26,0,NA,"Dec","2016"
"South Darfur","Um Dafoug",0,92,42,50,0,0,0,0,0,20,0,NA,"Oct","2016"
"South Darfur","Um Dafoug",92,21,9,12,17,1,3,0,21,21,0,NA,"Nov","2016"
"South Darfur","Um Dafoug",120,28,9,13,10,2,4,0,16,11,0,NA,"Dec","2016"
"South Kordofan","Abu Jubaiha",347,76,29,32,43,0,9,0,52,17,6198,NA,"Jan","2016"
"South Kordofan","Abu Jubaiha",350,96,41,61,124,1,9,0,134,78,130,NA,"Feb","2016"
"South Kordofan","Abu Jubaiha",308,148,63,85,51,0,15,0,66,98,0,NA,"Mar","2016"
"South Kordofan","Abu Jubaiha",377,131,55,76,75,2,25,0,102,122,0,NA,"Apr","2016"
"South Kordofan","Abu Jubaiha",386,79,33,36,193,0,11,0,204,85,0,NA,"May","2016"
"South Kordofan","Abu Jubaiha",253,157,83,74,96,5,8,1,110,103,73,NA,"Jun","2016"
"South Kordofan","Abu Jubaiha",298,122,52,70,78,3,9,0,90,129,0,NA,"Jul","2016"
"South Kordofan","Abu Jubaiha",317,107,50,61,85,3,2,3,93,141,0,NA,"Aug","2016"
"South Kordofan","Abu Jubaiha",311,150,57,77,92,0,1,1,94,119,0,NA,"Sep","2016"
"South Kordofan","Abu Jubaiha",344,67,28,39,124,2,3,0,129,125,38,NA,"Oct","2016"
"South Kordofan","Abu Jubaiha",282,152,81,69,116,3,10,0,129,115,0,NA,"Nov","2016"
"South Kordofan","Abu Jubaiha",303,77,43,37,95,2,10,0,107,113,0,NA,"Dec","2016"
"South Kordofan","Abu Karshola",126,67,35,32,30,2,5,0,37,4,1863,NA,"Jan","2016"
"South Kordofan","Abu Karshola",156,20,8,13,47,2,9,0,58,31,0,NA,"Feb","2016"
"South Kordofan","Abu Karshola",123,61,27,34,26,2,16,0,44,43,1182,NA,"Mar","2016"
"South Kordofan","Abu Karshola",147,69,29,40,21,0,3,0,24,51,9693,NA,"Apr","2016"
"South Kordofan","Abu Karshola",199,22,9,13,92,1,23,0,116,28,41,NA,"May","2016"
"South Kordofan","Abu Karshola",113,57,37,20,57,0,22,0,79,34,0,NA,"Jun","2016"
"South Kordofan","Abu Karshola",91,54,26,31,37,0,6,0,43,31,2247,NA,"Jul","2016"
"South Kordofan","Abu Karshola",105,43,25,18,24,4,17,0,45,39,0,NA,"Aug","2016"
"South Kordofan","Abu Karshola",106,49,22,27,31,1,1,0,33,25,0,NA,"Sep","2016"
"South Kordofan","Abu Karshola",127,23,11,12,32,0,8,0,40,19,0,NA,"Oct","2016"
"South Kordofan","Abu Karshola",111,25,18,13,29,0,25,0,54,42,0,NA,"Nov","2016"
"South Kordofan","Abu Karshola",84,29,12,17,47,0,11,0,58,27,0,NA,"Dec","2016"
"South Kordofan","Abassiya",148,69,31,38,40,0,14,0,54,55.51,2183,NA,"Jan","2016"
"South Kordofan","Abassiya",179,55,26,29,48,1,15,0,64,48.413,0,NA,"Feb","2016"
"South Kordofan","Abassiya",33,51,21,30,20,0,14,0,34,29.56,4091,NA,"Mar","2016"
"South Kordofan","Abassiya",118,126,56,70,25,3,27,0,55,59,1681,NA,"Apr","2016"
"South Kordofan","Abassiya",165,94,40,54,79,5,28,0,112,63,0,NA,"May","2016"
"South Kordofan","Abassiya",145,170,91,78,44,3,37,0,84,78,0,NA,"Jun","2016"
"South Kordofan","Abassiya",239,89,38,40,86,7,11,0,104,97,1402,NA,"Jul","2016"
"South Kordofan","Abassiya",197,140,65,75,45,4,16,0,65,122,0,NA,"Aug","2016"
"South Kordofan","Abassiya",273,89,46,47,93,0,18,0,111,120,0,NA,"Sep","2016"
"South Kordofan","Abassiya",246,75,36,40,137,0,20,0,157,82,0,NA,"Oct","2016"
"South Kordofan","Abassiya",157,95,44,50,68,0,8,0,76,76,400,NA,"Nov","2016"
"South Kordofan","Abassiya",170,79,23,57,84,3,16,0,103,65,0,NA,"Dec","2016"
"South Kordofan","El Quoz",141,28,14,14,16,16,0,0,32,17,0,NA,"Jan","2016"
"South Kordofan","El Quoz",137,33,15,18,21,0,1,0,22,28,0,NA,"Feb","2016"
"South Kordofan","El Quoz",146,17,6,11,38,0,3,1,42,14,4806,NA,"Mar","2016"
"South Kordofan","El Quoz",118,81,41,42,55,2,10,1,68,43,0,NA,"Apr","2016"
"South Kordofan","El Quoz",125,54,26,30,47,1,13,1,62,59,0,NA,"May","2016"
"South Kordofan","El Quoz",105,55,25,31,42,1,11,0,54,38,0,NA,"Jun","2016"
"South Kordofan","El Quoz",108,75,35,46,35,0,10,0,45,39,0,NA,"Jul","2016"
"South Kordofan","El Quoz",95,59,21,38,61,1,6,0,68,57,0,NA,"Aug","2016"
"South Kordofan","El Quoz",94,56,21,35,50,2,3,0,55,38,0,NA,"Sep","2016"
"South Kordofan","El Quoz",147,35,16,19,55,0,9,0,64,31,0,NA,"Oct","2016"
"South Kordofan","El Quoz",118,32,13,19,40,0,4,1,45,33,0,NA,"Nov","2016"
"South Kordofan","El Quoz",103,19,8,11,43,0,4,0,47,28,0,NA,"Dec","2016"
"South Kordofan","El Leri",105,46,22,24,36,1,6,1,44,61,2167,NA,"Jan","2016"
"South Kordofan","El Leri",107,32,11,21,43,1,12,0,56,52,0,NA,"Feb","2016"
"South Kordofan","El Leri",83,31,15,15,32,0,1,0,33,32,4733,NA,"Mar","2016"
"South Kordofan","El Leri",81,47,26,21,35,0,2,0,37,49,0,NA,"Apr","2016"
"South Kordofan","El Leri",91,37,22,15,28,2,9,0,39,32,0,NA,"May","2016"
"South Kordofan","El Leri",88,9,6,3,23,0,3,0,26,16,0,NA,"Jun","2016"
"South Kordofan","El Leri",71,8,4,4,7,1,3,0,11,135,0,NA,"Jul","2016"
"South Kordofan","El Leri",68,29,14,15,12,0,1,0,13,25,0,NA,"Aug","2016"
"South Kordofan","El Leri",84,63,33,30,46,2,9,0,57,38,0,NA,"Sep","2016"
"South Kordofan","El Leri",90,13,5,8,25,0,2,0,27,24,0,NA,"Oct","2016"
"South Kordofan","El Leri",94,64,31,33,46,0,10,0,56,41,0,NA,"Nov","2016"
"South Kordofan","El Leri",101,66,15,13,29,0,4,0,33,73,0,NA,"Dec","2016"
"South Kordofan","El Tadamon",146,219,120,97,40,0,3,0,43,108,4657,NA,"Jan","2016"
"South Kordofan","El Tadamon",315,100,50,50,138,0,2,2,142,112,0,NA,"Feb","2016"
"South Kordofan","El Tadamon",261,190,97,93,73,0,9,3,85,89,9533,NA,"Mar","2016"
"South Kordofan","El Tadamon",365,183,74,109,150,0,0,0,150,115,0,NA,"Apr","2016"
"South Kordofan","El Tadamon",408,110,58,52,123,0,8,0,131,135,0,NA,"May","2016"
"South Kordofan","El Tadamon",390,46,22,24,67,0,1,0,68,50,0,NA,"Jun","2016"
"South Kordofan","El Tadamon",366,51,21,30,31,0,256,0,287,43,0,NA,"Jul","2016"
"South Kordofan","El Tadamon",123,163,61,102,66,2,0,0,68,144,2360,NA,"Aug","2016"
"South Kordofan","El Tadamon",318,226,89,137,133,1,0,0,134,232,0,NA,"Sep","2016"
"South Kordofan","El Tadamon",415,98,42,46,208,0,1,0,209,189,0,NA,"Oct","2016"
"South Kordofan","El Tadamon",300,114,46,78,104,0,0,0,104,146,0,NA,"Nov","2016"
"South Kordofan","El Tadamon",302,72,26,46,55,0,23,0,78,79,0,NA,"Dec","2016"
"South Kordofan","Dilling",225,58,24,34,74,1,2,0,77,86,3994,NA,"Jan","2016"
"South Kordofan","Dilling",201,40,19,21,73,0,1,0,74,72,555,NA,"Feb","2016"
"South Kordofan","Dilling",153,54,28,27,58,0,0,0,58,-20,348,NA,"Mar","2016"
"South Kordofan","Dilling",146,43,17,24,53,1,1,0,55,68,0,NA,"Apr","2016"
"South Kordofan","Dilling",128,60,27,33,29,0,0,0,29,67,128,NA,"May","2016"
"South Kordofan","Dilling",158,156,87,70,52,0,2,1,55,86,11646,NA,"Jun","2016"
"South Kordofan","Dilling",237,85,38,51,70,4,3,0,77,90,632,NA,"Jul","2016"
"South Kordofan","Dilling",247,127,45,81,84,3,0,0,87,149,1953,NA,"Aug","2016"
"South Kordofan","Dilling",260,81,34,49,115,1,1,0,117,116,0,NA,"Sep","2016"
"South Kordofan","Dilling",216,48,18,15,85,0,1,0,86,100,408,NA,"Oct","2016"
"South Kordofan","Dilling",130,63,30,34,98,0,2,0,100,102,0,NA,"Nov","2016"
"South Kordofan","Dilling",80,72,27,39,43,0,1,0,44,37,0,NA,"Dec","2016"
"South Kordofan","Reif Shargi",33,35,22,13,17,0,4,0,21,15,2560,NA,"Jan","2016"
"South Kordofan","Reif Shargi",47,24,10,15,17,0,4,0,21,26,6,NA,"Feb","2016"
"South Kordofan","Reif Shargi",50,18,11,8,11,0,4,0,15,76,0,NA,"Mar","2016"
"South Kordofan","Reif Shargi",52,19,7,6,5,0,1,0,6,17,0,NA,"Apr","2016"
"South Kordofan","Reif Shargi",65,1,1,0,40,0,0,0,40,17,0,NA,"May","2016"
"South Kordofan","Reif Shargi",26,15,8,7,7,0,0,0,7,20,0,NA,"Jun","2016"
